operacion,tipo,long,lat,m2total,direccion,calle,altura,cambio,preciotex,preciousd,precioars,preciousdm,precioarsm,barrio,comuna,codigo_postal,codigo_postal_argentino
VTA,TERRENO,-58.482728200000004,-34.6727774,350.0,Martiniano Leguizamon 3684,Martiniano Leguizamon ,3684,37.9,USD 140000,140000.0,5306000.0,400.0,15160.0,VILLA LUGANO,8.0,1427,C1427EFB
VTA,TERRENO,-58.450139865081994,-34.583299110757,120.0,Maure 3600,Maure ,3600,37.9,USD 450000,450000.0,17055000.0,3750.0,142125.0,CHACARITA,15.0,1179,C1179AAP
VTA,TERRENO,-58.4204846,-34.5985127,164.0,MEDRANO 900,MEDRANO ,900,37.9,USD 590000,590000.0,22361000.0,3597.5609759999998,136347.560976,ALMAGRO,5.0,1417,C1417FGA
VTA,TERRENO,-58.4849333,-34.5970629,313.0,MELINCUE 2421,MELINCUE ,2421,37.9,USD 350000,350000.0,13265000.0,1118.210863,42380.191693,AGRONOMIA,15.0,1097,C1097AAV
VTA,TERRENO,-58.38224,-34.615383,361.0,Mexico 1100,Mexico ,1100,37.9,USD 855000,855000.0,32404500.0,2368.421053,89763.15789500001,MONTSERRAT,1.0,1431,C1431GEJ
VTA,TERRENO,-58.4860767,-34.5654776,381.0,Miller 3100,Miller ,3100,37.9,USD 500000,500000.0,18950000.0,1312.3359580000001,49737.532807999996,VILLA URQUIZA,12.0,1407,C1407GFG
VTA,TERRENO,-58.4955004,-34.6153439,380.0,Miranda 3953,Miranda ,3953,37.9,USD 390000,390000.0,14781000.0,1026.315789,38897.368421,MONTE CASTRO,10.0,1427,C1427ALB
VTA,TERRENO,-58.4552035,-34.5970345,113.0,Montenegro 100,Montenegro ,100,37.9,USD 160000,160000.0,6064000.0,1415.9292039999998,53663.716814,CHACARITA,15.0,1019,C1019ABN
VTA,TERRENO,-58.399733,-34.600488899999995,25.0,Montevideo 700,Montevideo ,700,37.9,USD 67000,67000.0,2539300.0,2680.0,101572.0,BALVANERA,3.0,1091,C1091AAR
VTA,TERRENO,-58.3793468,-34.6117658,2609.0,Moreno 900,Moreno ,900,37.9,USD 7500000,7500000.0,284250000.0,2874.664622,108949.789191,MONTSERRAT,1.0,1091,C1091AAV
VTA,TERRENO,-58.38135989999999,-34.6130871,397.0,Moreno 1100,Moreno ,1100,37.9,USD 850000,850000.0,32215000.0,2141.0579350000003,81146.095718,MONTSERRAT,1.0,1405,C1405AQB
VTA,TERRENO,-58.452197999999996,-34.61772,511.0,NICASIO OROÃ”ÃªÃœâ”œÂ½O 500,NICASIO ORO,500,37.9,USD 590000,590000.0,22361000.0,1154.598826,43759.295499,CABALLITO,6.0,1416,C1416BZR
VTA,TERRENO,-58.4616336,-34.6040693,667.0,Nicasio OroÃ”ÃªÃœâ”¬â–’o 1960,Nicasio Oro,1960,37.9,USD 695000,695000.0,26340500.0,1041.97901,39491.004498,VILLA GRAL. MITRE,11.0,1416,C1416CAB
VTA,TERRENO,-58.459491,-34.597525,422.0,Nicasio OroÃ”ÃªÃœâ”¬â–’o 2500,Nicasio Oro,2500,37.9,USD 500000,500000.0,18950000.0,1184.834123,44905.21327,PATERNAL,15.0,1414,C1414BFL
VTA,TERRENO,-58.444046168938996,-34.58378177745,204.0,Niceto vega 6000,Niceto vega ,6000,37.9,USD 790000,790000.0,29941000.0,3872.5490200000004,146769.607843,CHACARITA,15.0,1416,C1416CLR
VTA,TERRENO,-58.4558297,-34.60161779999999,235.0,NICOLAS REPETTO 2000,NICOLAS REPETTO ,2000,37.9,USD 390000,390000.0,14781000.0,1659.574468,62897.872339999994,VILLA CRESPO,15.0,,
VTA,TERRENO,-58.456002000000005,-34.601704999999995,332.0,NicolÃ”ÃªÃœâ”¬â–‘s Repetto 2000 a 1 cuadra de Juan B Justo,Nicol,2000,37.9,USD 530000,530000.0,20087000.0,1596.385542,60503.012048000004,VILLA CRESPO,15.0,1419,C1419HDV
VTA,TERRENO,-58.51550600000001,-34.6022982,440.0,NUEVA YORK 4300,NUEVA YORK ,4300,37.9,USD 1350000,1350000.0,51165000.0,3068.181818,116284.09090899999,VILLA DEVOTO,11.0,1162,C1162ACD
VTA,TERRENO,-58.368002600000004,-34.6388867,174.0,Olavarria 1100,Olavarria ,1100,37.9,USD 170000,170000.0,6443000.0,977.011494,37028.735631999996,BOCA,4.0,1267,C1267AED
VTA,TERRENO,-58.371208100000004,-34.6392805,331.0,Olavarria 1400,Olavarria ,1400,37.9,USD 450000,450000.0,17055000.0,1359.516616,51525.679758,BARRACAS,4.0,1414,C1414CCB
VTA,TERRENO,-58.44438620000001,-34.605343700000006,336.0,OLAYA 1200,OLAYA ,1200,37.9,USD 500000,500000.0,18950000.0,1488.095238,56398.809524000004,VILLA CRESPO,15.0,1440,C1440CQX
VTA,TERRENO,-58.4932744,-34.6617424,240.0,Oliden  2500,Oliden  ,2500,37.9,USD 190000,190000.0,7201000.0,791.666667,30004.166667,MATADEROS,9.0,1414,C1414AGF
VTA,TERRENO,-58.4412379,-34.6009283,2000.0,PADILLA 500,PADILLA ,500,37.9,USD 1300000,1300000.0,49270000.0,650.0,24635.0,VILLA CRESPO,15.0,,
VTA,TERRENO,-58.416421368787006,-34.59081640989,1740.0,Paraguay,Paraguay,,37.9,USD 2200000,2200000.0,83380000.0,1264.367816,47919.54023,PALERMO,14.0,1017,C1017AAB
VTA,TERRENO,-58.387740894257,-34.606976815189,348.0,Parana 100,Parana ,100,37.9,USD 925000,925000.0,35057500.0,2658.0459769999998,100739.94252899999,SAN NICOLAS,1.0,1429,C1429CXN
VTA,TERRENO,-58.46014520000001,-34.542750299999994,731.0,Paroissien 2600,Paroissien ,2600,37.9,USD 1250000,1250000.0,47375000.0,1709.98632,64808.481532000005,NUâ”œÃ¦EZ,13.0,,
VTA,TERRENO,-58.427628000000006,-34.594695,1000.0,Pasaje Mason 4400,Pasaje Mason ,4400,37.9,USD 650000,650000.0,24635000.0,650.0,24635.0,PALERMO,14.0,1219,C1219ABN
VTA,TERRENO,-58.39623,-34.623184,160.0,Pasco 1200,Pasco ,1200,37.9,USD 280000,280000.0,10612000.0,1750.0,66325.0,SAN CRISTOBAL,3.0,1081,C1081AAD
VTA,TERRENO,-58.3975314,-34.61278,141.0,pasco 200,pasco ,200,37.9,USD 300000,300000.0,11370000.0,2127.659574,80638.29787200001,BALVANERA,3.0,1406,C1406EEJ
VTA,TERRENO,-58.46177579999999,-34.63482020000001,375.0,Pedernera 500,Pedernera ,500,37.9,USD 720000,720000.0,27288000.0,1920.0,72768.0,FLORES,7.0,1430,C1430CYH
VTA,TERRENO,-58.494816799999995,-34.549861,130.0,PICO 4600,PICO ,4600,37.9,USD 239000,239000.0,9058100.0,1838.4615379999998,69677.692308,SAAVEDRA,12.0,1430,C1430CYO
VTA,TERRENO,-58.4980806,-34.5514523,755.0,Pico 4937,Pico ,4937,37.9,USD 430000,430000.0,16297000.0,569.536424,21585.430463999997,SAAVEDRA,12.0,1430,C1430CYF
VTA,TERRENO,-58.494314,-34.549738500000004,364.0,Pico 4500,Pico ,4500,37.9,USD 723000,723000.0,27401700.0,1986.2637359999999,75279.39560399999,SAAVEDRA,12.0,,
VTA,TERRENO,-58.5193735,-34.646640600000005,329.0,PILAR 600,PILAR ,600,37.9,USD 400000,400000.0,15160000.0,1215.8054710000001,46079.027356,LINIERS,9.0,,
VTA,TERRENO,-58.4886936,-34.570884,169.0,Pje Berteloth 3400,Pje Berteloth ,3400,37.9,USD 280000,280000.0,10612000.0,1656.804734,62792.899408000005,VILLA URQUIZA,12.0,1427,C1427CVJ
VTA,TERRENO,-58.4673581,-34.5803989,520.0,Plaza 1200,Plaza ,1200,37.9,USD 1600000,1600000.0,60640000.0,3076.923077,116615.384615,VILLA ORTUZAR,15.0,,
VTA,TERRENO,-58.4120027,-34.6396368,1540.0,Pomar Gregorio 3400,Pomar Gregorio ,3400,37.9,USD 7500000,7500000.0,284250000.0,4870.129870000001,184577.922078,NUEVA POMPEYA,4.0,1406,C1406HLH
VTA,TERRENO,-58.460347999999996,-34.640925,272.0,Primera Junta 2896,Primera Junta ,2896,37.9,USD 240000,240000.0,9096000.0,882.352941,33441.176471,FLORES,7.0,1183,C1183AEL
VTA,TERRENO,-58.42742239999999,-34.604111200000006,243.0,Pringles 700,Pringles ,700,37.9,USD 740000,740000.0,28046000.0,3045.2674899999997,115415.63785999999,ALMAGRO,5.0,1406,C1406BWB
VTA,TERRENO,-58.4486706826,-34.6226344338,344.0,Pte. Fragata Sarmiento 70,Pte. Fragata Sarmiento ,70,37.9,USD 580000,580000.0,21982000.0,1686.0465120000001,63901.162790999995,CABALLITO,6.0,1406,C1406DCZ
VTA,TERRENO,-58.44721,-34.639181,119.0,Pumacahua 1300,Pumacahua ,1300,37.9,USD 288000,288000.0,10915200.0,2420.168067,91724.369748,PARQUE CHACABUCO,7.0,1406,C1406EZG
VTA,TERRENO,-58.4693975,-34.6353654,253.0,Quirno 341,Quirno ,341,37.9,USD 450000,450000.0,17055000.0,1778.656126,67411.067194,FLORES,7.0,1407,C1407GUZ
VTA,TERRENO,-58.49538100000001,-34.639313,264.0,Rafaela 4800,Rafaela ,4800,37.9,USD 310000,310000.0,11749000.0,1174.242424,44503.787879,VILLA LURO,10.0,,
VTA,TERRENO,-58.46014520000001,-34.637483700000004,159.0,RAMÃ”ÃªÃœâ”œÂ¼N FALCÃ”ÃªÃœâ”œÂ¼N 2700,RAM,2700,37.9,USD 470000,470000.0,17813000.0,2955.974843,112031.44654100001,FLORES,7.0,,
VTA,TERRENO,-58.44744,-34.624144,337.0,RamÃ”ÃªÃœÃ”Ã«Ã‘n FalcÃ”ÃªÃœÃ”Ã«Ã‘n 1300,Ram,1300,37.9,USD 670000,670000.0,25393000.0,1988.130564,75350.148368,CABALLITO,6.0,1406,C1406GNL
VTA,TERRENO,-58.4570897,-34.628359499999995,202.0,Ramon Falcon 1900,Ramon Falcon ,1900,37.9,USD 795,795.0,30130.0,3.9356440000000004,149.158416,FLORES,7.0,1406,C1406GOF
VTA,TERRENO,-58.470339,-34.632391,161.0,Ramon L Falcon 2900,Ramon L Falcon ,2900,37.9,USD 480000,480000.0,18192000.0,2981.36646,112993.78882,FLORES,7.0,1405,C1405CAF
VTA,TERRENO,-58.4328998,-34.6046529,171.0,RAMOS MEJIA 900,RAMOS MEJIA ,900,37.9,USD 400000,400000.0,15160000.0,2339.181287,88654.97076,CABALLITO,6.0,1416,C1416CVJ
VTA,TERRENO,-58.4563052,-34.604550599999996,174.0,REMEDIOS DE ESCALADA DE SAN MARTIN 1000,REMEDIOS DE ESCALADA DE SAN MARTIN ,1000,37.9,USD 500000,500000.0,18950000.0,2873.563218,108908.045977,VILLA CRESPO,15.0,1405,C1405CCP
VTA,TERRENO,-58.4328514,-34.603463399999995,310.0,RIO DE JANEIRO 1000,RIO DE JANEIRO ,1000,37.9,USD 980000,980000.0,37142000.0,3161.290323,119812.903226,CABALLITO,6.0,1405,C1405CCP
VTA,TERRENO,-58.4328514,-34.603463399999995,548.0,RIO DE JANEIRO 1000,RIO DE JANEIRO ,1000,37.9,USD 1820000,1820000.0,68978000.0,3321.1678829999996,125872.262774,CABALLITO,6.0,1405,C1405ABD
VTA,TERRENO,-58.444669999999995,-34.6125,165.0,ROJAS 400,ROJAS ,400,37.9,USD 490000,490000.0,18571000.0,2969.69697,112551.51515199999,CABALLITO,6.0,,
VTA,TERRENO,-58.416314899999996,-34.6443833,217.0,saenz 400,saenz ,400,37.9,USD 275000,275000.0,10422500.0,1267.2811060000001,48029.953917,NUEVA POMPEYA,4.0,1137,C1137ACT
VTA,TERRENO,-58.382659999999994,-34.633959999999995,189.0,SALTA 2200,SALTA ,2200,37.9,USD 260000,260000.0,9854000.0,1375.661376,52137.566138,BARRACAS,4.0,1231,C1231ADB
VTA,TERRENO,-58.417046,-34.6236442,225.0,San Ignacio 3652/54,San Ignacio ,3652,37.9,USD 550000,550000.0,20845000.0,2444.444444,92644.44444400001,BOEDO,5.0,1233,C1233ABV
VTA,TERRENO,-58.4213074,-34.6263097,312.0,SAN JUAN 3900,SAN JUAN ,3900,37.9,USD 900300,900300.0,34121370.0,2885.576923,109363.365385,BOEDO,5.0,1419,C1419IBQ
VTA,TERRENO,-58.5022121,-34.594745200000006,1500.0,SAN MARTIN  AV. 6100,SAN MARTIN  AV. ,6100,37.9,USD 1400000,1400000.0,53060000.0,933.333333,35373.333332999995,AGRONOMIA,15.0,1406,C1406EXN
VTA,TERRENO,-58.468563,-34.632767,172.0,san pedrito 100,san pedrito ,100,37.9,USD 750000,750000.0,28425000.0,4360.465115999999,165261.627907,FLORES,7.0,1440,C1440BDT
VTA,TERRENO,-58.492503,-34.659246,658.0,San Pedro 5830,San Pedro ,5830,37.9,USD 445000,445000.0,16865500.0,676.291793,25631.458967,MATADEROS,9.0,1416,C1416BQJ
VTA,TERRENO,-58.4681259,-34.6040969,540.0,SANCHEZ 2142,SANCHEZ ,2142,37.9,USD 650000,650000.0,24635000.0,1203.703704,45620.37037,VILLA GRAL. MITRE,11.0,1416,C1416BQJ
VTA,TERRENO,-58.4690655,-34.6026177,190.0,SANCHEZ 2200,SANCHEZ ,2200,37.9,USD 300000,300000.0,11370000.0,1578.9473679999999,59842.105263,PATERNAL,15.0,1173,C1173ABJ
VTA,TERRENO,-58.41403100000001,-34.602061,225.0,Sanchez de Bustamante 600,Sanchez de Bustamante ,600,37.9,USD 500000,500000.0,18950000.0,2222.222222,84222.222222,ALMAGRO,5.0,1173,C1173ABH
VTA,TERRENO,-58.413736,-34.603556,217.0,SANCHEZ DE BUSTAMANTE 500,SANCHEZ DE BUSTAMANTE ,500,37.9,USD 700000,700000.0,26530000.0,3225.806452,122258.06451600001,ALMAGRO,5.0,1197,C1197AAN
VTA,TERRENO,-58.4280169,-34.6040374,480.0,Sarmiento 4400,Sarmiento ,4400,37.9,USD 1150000,1150000.0,43585000.0,2395.833333,90802.083333,ALMAGRO,5.0,1196,C1196AAC
VTA,TERRENO,-58.4080993,-34.6066113,550.0,sarmiento 2959,sarmiento ,2959,37.9,USD 790000,790000.0,29941000.0,1436.363636,54438.181818,BALVANERA,3.0,1196,C1196AAD
VTA,TERRENO,-58.40911800000001,-34.6067903,237.0,SARMIENTO 3000,SARMIENTO ,3000,37.9,USD 858000,858000.0,32518200.0,3620.2531649999996,137207.594937,BALVANERA,3.0,1197,C1197AAN
VTA,TERRENO,-58.42784,-34.60416,476.0,SARMIENTO 4400,SARMIENTO ,4400,37.9,USD 1250000,1250000.0,47375000.0,2626.05042,99527.310924,ALMAGRO,5.0,1414,C1414DNT
VTA,TERRENO,-58.434221799999996,-34.596978299999996,186.0,SCALABRINI ORTIZ RAUL 700,SCALABRINI ORTIZ RAUL ,700,37.9,USD 800000,800000.0,30320000.0,4301.075269,163010.752688,VILLA CRESPO,15.0,1414,C1414DEP
VTA,TERRENO,-58.4384794,-34.5938091,433.0,Serrano 800,Serrano ,800,37.9,USD 690000,690000.0,26151000.0,1593.533487,60394.91916900001,VILLA CRESPO,15.0,1425,C1425BWP
VTA,TERRENO,-58.418677915482995,-34.591112293757,151.0,Soler 4000,Soler ,4000,37.9,USD 650000,650000.0,24635000.0,4304.635762,163145.695364,PALERMO,14.0,,
VTA,TERRENO,-58.4202473,-34.5900848,1900.0,Soler y Julian Alvarez,Soler y Julian Alvarez,,0.0,$ 1350000,35620.0,1350000.0,18.747367999999998,710.5263160000001,PALERMO,14.0,,
VTA,TERRENO,-58.470595700000004,-34.606673,211.0,SUIZA 2000,SUIZA ,2000,37.9,USD 350000,350000.0,13265000.0,1658.767773,62867.298577999994,VILLA GRAL. MITRE,11.0,,
VTA,TERRENO,-58.445905599999996,-34.5522544,196.0,Temperley 1100,Temperley ,1100,37.9,USD 450000,450000.0,17055000.0,2295.918367,87015.30612200001,BELGRANO,13.0,,
VTA,TERRENO,-58.414872090057,-34.640154948776996,356.0,Teniente General Gregorio Pomar 3600,Teniente General Gregorio Pomar ,3600,37.9,USD 420000,420000.0,15918000.0,1179.775281,44713.483146,NUEVA POMPEYA,4.0,1417,C1417CXA
VTA,TERRENO,-58.4888796,-34.6004397,430.0,Terrada 3063,Terrada ,3063,37.9,USD 440000,440000.0,16676000.0,1023.2558140000001,38781.395349,VILLA DEL PARQUE,11.0,1406,C1406BKN
VTA,TERRENO,-58.46071800000001,-34.6170075,481.0,Terrero 800,Terrero ,800,37.9,USD 800000,800000.0,30320000.0,1663.201663,63035.343035000005,FLORES,7.0,,
VTA,TERRENO,-58.522496,-34.639086999999996,242.0,Timoteo Gordillo casi Av. Rivadavia,Timoteo Gordillo casi Av. Rivadavia,,37.9,USD 780000,780000.0,29562000.0,3223.140496,122157.024793,LINIERS,9.0,1408,C1408BGN
VTA,TERRENO,-58.5286878,-34.6239188,170.0,Tinogasta 6000,Tinogasta ,6000,37.9,USD 190000,190000.0,7201000.0,1117.647059,42358.823529,VILLA REAL,10.0,1406,C1406BMJ
VTA,TERRENO,-58.4607884,-34.613888200000005,206.0,Trelles 1100,Trelles ,1100,37.9,USD 640000,640000.0,24256000.0,3106.7961170000003,117747.57281600001,VILLA GRAL. MITRE,11.0,,
VTA,TERRENO,-58.478005,-34.618337,150.0,TRES ARROYOS Y ARGERICH,TRES ARROYOS Y ARGERICH,,37.9,USD 349000,349000.0,13227100.0,2326.666667,88180.666667,VILLA SANTA RITA,11.0,1427,C1427AAN
VTA,TERRENO,-58.4627139,-34.5848984,750.0,Triunvirato 2800,Triunvirato ,2800,37.9,USD 2400000,2400000.0,90960000.0,3200.0,121280.0,VILLA ORTUZAR,15.0,1430,C1430DML
VTA,TERRENO,-58.4824427,-34.5585842,410.0,Tronador 3500,Tronador ,3500,37.9,USD 470000,470000.0,17813000.0,1146.341463,43446.341463,SAAVEDRA,12.0,1215,C1215ADB
VTA,TERRENO,-58.4104052,-34.6110344,845.0,URQUIZA GRAL. 100,URQUIZA GRAL. ,100,37.9,USD 1180000,1180000.0,44722000.0,1396.4497039999999,52925.443787000004,BALVANERA,3.0,1243,C1243AED
VTA,TERRENO,-58.4084294,-34.6277214,333.0,URQUIZA GRAL. 1400,URQUIZA GRAL. ,1400,37.9,USD 538000,538000.0,20390200.0,1615.615616,61231.831832,SAN CRISTOBAL,3.0,,
VTA,TERRENO,-58.4383559,-34.6247557,2400.0,Valle,Valle,,37.9,USD 5200000,5200000.0,197080000.0,2166.666667,82116.666667,CABALLITO,6.0,1424,C1424BVF
VTA,TERRENO,-58.4317791,-34.6241484,314.0,Valle 300,Valle ,300,37.9,USD 900000,900000.0,34110000.0,2866.242038,108630.573248,CABALLITO,6.0,1095,C1095AAR
VTA,TERRENO,-58.379699,-34.614103,874.0,Venezuela 900,Venezuela ,900,37.9,USD 2100000,2100000.0,79590000.0,2402.7459949999998,91064.073227,MONTSERRAT,1.0,1414,C1414AOB
VTA,TERRENO,-58.4344461,-34.6022521,208.0,VERA 100,VERA ,100,37.9,USD 800000,800000.0,30320000.0,3846.153846,145769.23076900002,VILLA CRESPO,15.0,1414,C1414AOT
VTA,TERRENO,-58.4420554,-34.5942508,227.0,Vera 1000,Vera ,1000,37.9,USD 1390000,1390000.0,52681000.0,6123.348018,232074.88986799997,VILLA CRESPO,15.0,1414,C1414AOZ
VTA,TERRENO,-58.44437070000001,-34.591792100000006,670.0,Vera 1300,Vera ,1300,37.9,USD 379000,379000.0,14364100.0,565.671642,21438.955224,CHACARITA,15.0,1056,C1056ABH
VTA,TERRENO,-58.405940599999994,-34.6101223,488.0,VIAMONTE 2200,VIAMONTE ,2200,37.9,USD 1900000,1900000.0,72010000.0,3893.4426229999995,147561.47540999998,BALVANERA,3.0,1430,C1430CAN
VTA,TERRENO,-58.4710723,-34.576373700000005,375.0,VIRREY DEL PINO 4100,VIRREY DEL PINO ,4100,37.9,USD 775000,775000.0,29372500.0,2066.666667,78326.666667,VILLA ORTUZAR,15.0,,
VTA,TERRENO,-58.4529459,-34.5712006,710.0,Virrey Loreto 100,Virrey Loreto ,100,37.9,USD 1650000,1650000.0,62535000.0,2323.943662,88077.464789,COLEGIALES,13.0,1414,C1414AAN
VTA,TERRENO,-58.4391777,-34.6034545,316.0,WARNES 100,WARNES ,100,37.9,USD 985000,985000.0,37331500.0,3117.088608,118137.658228,VILLA CRESPO,15.0,1414,C1414AAO
VTA,TERRENO,-58.4400094,-34.602987,241.0,WARNES 200,WARNES ,200,37.9,USD 1050000,1050000.0,39795000.0,4356.846473,165124.481328,VILLA CRESPO,15.0,1430,C1430EUV
VTA,TERRENO,-58.4813581,-34.555009999999996,246.0,Washington 3600,Washington ,3600,37.9,USD 770000,770000.0,29183000.0,3130.081301,118630.081301,SAAVEDRA,12.0,1407,C1407IIH
VTA,TERRENO,-58.4924723,-34.6421717,493.0,WHITE 400,WHITE ,400,37.9,USD 390000,390000.0,14781000.0,791.075051,29981.744422000003,VILLA LURO,10.0,1406,C1406GKH
VTA,TERRENO,-58.4673392,-34.6287426,563.0,Yerbal 2700,Yerbal ,2700,37.9,USD 1470000,1470000.0,55713000.0,2611.012433,98957.371226,FLORES,7.0,1406,C1406GKI
VTA,TERRENO,-58.4681586,-34.6288169,571.0,Yerbal 2749,Yerbal ,2749,37.9,U$S 1400000,1400000.0,53060000.0,2451.838879,92924.69352,FLORES,7.0,1429,C1429AND
VTA,TERRENO,-58.4727601,-34.5546343,776.0,ZAPIOLA 3100,ZAPIOLA ,3100,37.9,USD 1300000,1300000.0,49270000.0,1675.257732,63492.268040999996,COGHLAN,12.0,1437,C1437EYB
VTA,TERRENO,-58.403589100000005,-34.637551,575.0,Zavaleta 100,Zavaleta ,100,37.9,USD 1250000,1250000.0,47375000.0,2173.913043,82391.304348,PARQUE PATRICIOS,4.0,,
